,name,price,url,little_cat,big_cat,start_timestamp,shop,price_old
141,"Батончик Twix солёная карамель покрытое молочным шоколадом, 55г","49,99 ₽",/cat/402/p/batoncik-twix-solenaa-karamel-pokrytoe-molocnym-sokoladom-55g-4038998,Подарки,Для любимых,1675639897,perekrestok,
142,"Драже M&M's с молочным шоколадом, 45г","59,99 ₽",/cat/402/p/draze-m-ms-s-molocnym-sokoladom-45g-3386332,Подарки,Для любимых,1675639897,perekrestok,
143,"Драже M&M's с арахисом и молочным шоколадом в хрустящей разноцветной глазури, 80г","109,99 ₽",/cat/402/p/draze-m-ms-s-arahisom-i-molocnym-sokoladom-v-hrustasej-raznocvetnoj-glazuri-80g-4162277,Подарки,Для любимых,1675639897,perekrestok,
144,"Драже Skittles фрукты, 38г","49,99 ₽",/cat/402/p/draze-skittles-frukty-38g-98225,Подарки,Для любимых,1675639897,perekrestok,
145,"Батончик шоколадный Snickers лесной орех, 81г","69,99 ₽",/cat/402/p/batoncik-sokoladnyj-snickers-lesnoj-oreh-81g-3297592,Подарки,Для любимых,1675639897,perekrestok,
146,"Батончик шоколадный Milky Way, 2х26г","49,99 ₽",/cat/402/p/batoncik-sokoladnyj-milky-way-2h26g-3160131,Подарки,Для любимых,1675639897,perekrestok,
147,"Батончик шоколадный Mars Max с нугой и карамелью в молочном шоколаде, 81г","67,99 ₽",/cat/402/p/batoncik-sokoladnyj-mars-max-s-nugoj-i-karamelu-v-molocnom-sokolade-81g-3389812,Подарки,Для любимых,1675639897,perekrestok,
148,"Драже M&MS Соленый с Арахисом с арахисом солью и молочным шоколадом покрытое хрустящей разноцветной глазурью, 80г","104,99 ₽",/cat/402/p/draze-m-ms-solenyj-s-arahisom-s-arahisom-solu-i-molocnym-sokoladom-pokrytoe-hrustasej-raznocvetnoj-glazuru-80g-4158068,Подарки,Для любимых,1675639897,perekrestok,
149,"Батончик шоколадный MilkyWay с суфле, 104г","89,99 ₽",/cat/402/p/batoncik-sokoladnyj-milkyway-s-sufle-104g-4110619,Подарки,Для любимых,1675639897,perekrestok,
150,"Драже M&M's с молочным шоколадом в хрустящей разноцветной глазури, 80г","114,99 ₽",/cat/402/p/draze-m-ms-s-molocnym-sokoladom-v-hrustasej-raznocvetnoj-glazuri-80g-4158067,Подарки,Для любимых,1675639897,perekrestok,
151,"Драже Skittles Кисломикс в сахарной глазури малина-ананас-мандарин-вишня-яблоко, 70г","79,99 ₽",/cat/402/p/draze-skittles-kislomiks-v-saharnoj-glazuri-malina-ananas-mandarin-visna-abloko-70g-4125039,Подарки,Для любимых,1675639897,perekrestok,
152,"Батончик шоколадный Snickers жареный арахис-карамель-нуга в молочном шоколаде, 32г","35,99 ₽",/cat/402/p/batoncik-sokoladnyj-snickers-zarenyj-arahis-karamel-nuga-v-molocnom-sokolade-32g-4239892,Подарки,Для любимых,1675639897,perekrestok,
153,"Батончик шоколадный Mars, 50г","45,99 ₽",/cat/402/p/batoncik-sokoladnyj-mars-50g-3658,Подарки,Для любимых,1675639897,perekrestok,
154,"Батончик Milky Way шоколадный с суфле со вкусом Клубничный Коктейль, 26г","31,90 ₽",/cat/402/p/batoncik-milky-way-sokoladnyj-s-sufle-so-vkusom-klubnicnyj-koktejl-26g-3290514,Подарки,Для любимых,1675639897,perekrestok,
155,"Драже M&Ms Криспи хрустящие шарики в молочном шоколаде в разноцветной глазури, 70г","124,99 ₽",/cat/402/p/draze-m-ms-krispi-hrustasie-sariki-v-molocnom-sokolade-v-raznocvetnoj-glazuri-70g-4158412,Подарки,Для любимых,1675639897,perekrestok,
156,"Драже M&M's с арахисом, 360г","379,99 ₽",/cat/402/p/draze-m-ms-s-arahisom-360g-3386337,Подарки,Для любимых,1675639897,perekrestok,
157,"Драже Skittles Кисломикс в сахарной глазури малина-ананас-мандарин-вишня-яблоко, 140г","119,99 ₽",/cat/402/p/draze-skittles-kislomiks-v-saharnoj-glazuri-malina-ananas-mandarin-visna-abloko-140g-4125040,Подарки,Для любимых,1675639897,perekrestok,
158,"Драже M&Ms с молочным шоколадом в разноцветной глазури, 145г","199,99 ₽",/cat/402/p/draze-m-ms-s-molocnym-sokoladom-v-raznocvetnoj-glazuri-145g-4157547,Подарки,Для любимых,1675639897,perekrestok,
159,"Драже M&Ms Криспи хрустящие шарики в молочном шоколаде в разноцветной глазури, 130г","159,99 ₽",/cat/402/p/draze-m-ms-krispi-hrustasie-sariki-v-molocnom-sokolade-v-raznocvetnoj-glazuri-130g-4157544,Подарки,Для любимых,1675639897,perekrestok,
160,"Драже M&M's с молочным шоколадом, 360г","379,99 ₽",/cat/402/p/draze-m-ms-s-molocnym-sokoladom-360g-3386334,Подарки,Для любимых,1675639897,perekrestok,
161,Шоколадный батончик Mars Minis с нугой-карамелью,"90,00 ₽",/cat/402/p/sokoladnyj-batoncik-mars-minis-s-nugoj-karamelu-3020931,Подарки,Для любимых,1675639897,perekrestok,
162,"Лак для волос Syoss Styling Volume Lift экстрасильная фиксация, 400мл","599,99 ₽",/cat/442/p/lak-dla-volos-syoss-styling-volume-lift-ekstrasilnaa-fiksacia-400ml-3251119,Подарки,Для любимых,1675639897,perekrestok,
163,"Лак для волос Taft Воздушный объем сверхсильная фиксация, 225мл","399,99 ₽",/cat/442/p/lak-dla-volos-taft-vozdusnyj-obem-sverhsilnaa-fiksacia-225ml-92056,Подарки,Для любимых,1675639897,perekrestok,
164,"Лак для волос Taft Power нежность кашемира мегафиксация для сухих и поврежденных волос, 225мл","399,99 ₽",/cat/442/p/lak-dla-volos-taft-power-neznost-kasemira-megafiksacia-dla-suhih-i-povrezdennyh-volos-225ml-48897,Подарки,Для любимых,1675639897,perekrestok,
165,"Шампунь Schauma 7 трав, 360мл","269,99 ₽",/cat/442/p/sampun-schauma-7-trav-360ml-4249408,Подарки,Для любимых,1675639897,perekrestok,
166,"Лак для волос Taft Ultra pure сверхсильная фиксация без отдушек, 225мл","399,99 ₽",/cat/442/p/lak-dla-volos-taft-ultra-pure-sverhsilnaa-fiksacia-bez-otdusek-225ml-5967,Подарки,Для любимых,1675639897,perekrestok,
167,"Шампунь Syoss Volume с экстрактом фиолетового риса для тонких волос, 450мл","419,99 ₽",/cat/442/p/sampun-syoss-volume-s-ekstraktom-fioletovogo-risa-dla-tonkih-volos-450ml-4092264,Подарки,Для любимых,1675639897,perekrestok,
168,"Шампунь Schauma 7 Трав, 650мл","299,99 ₽",/cat/442/p/sampun-schauma-7-trav-650ml-4257818,Подарки,Для любимых,1675639897,perekrestok,"459,00 ₽"
169,"Дезодорант Fa Fresh&Free аромат лайма и кокоса женский спрей, 150мл","229,99 ₽",/cat/441/p/dezodorant-fa-fresh-free-aromat-lajma-i-kokosa-zenskij-sprej-150ml-4046814,Подарки,Для любимых,1675639897,perekrestok,
170,"Лак для волос Taft Ultimate экстремальная фиксация, 225мл","399,99 ₽",/cat/442/p/lak-dla-volos-taft-ultimate-ekstremalnaa-fiksacia-225ml-3433463,Подарки,Для любимых,1675639897,perekrestok,
171,"Лак для волос Taft Три погоды двойной объем мегафиксация, 225мл","399,99 ₽",/cat/442/p/lak-dla-volos-taft-tri-pogody-dvojnoj-obem-megafiksacia-225ml-3371282,Подарки,Для любимых,1675639897,perekrestok,
172,"Шампунь Syoss Color с экстрактом японской камелии для окрашенных и мелированных волос, 450мл","419,99 ₽",/cat/442/p/sampun-syoss-color-s-ekstraktom-aponskoj-kamelii-dla-okrasennyh-i-melirovannyh-volos-450ml-4089151,Подарки,Для любимых,1675639897,perekrestok,
173,"Сухой шампунь Shamtu для всех типов волос свежесть и объём без мытья, 150мл","379,99 ₽",/cat/442/p/suhoj-sampun-shamtu-dla-vseh-tipov-volos-svezest-i-obem-bez-myta-150ml-3691482,Подарки,Для любимых,1675639897,perekrestok,
174,"Шампунь Schauma Для Всей Семьи для всех типов волос, 650мл","299,99 ₽",/cat/442/p/sampun-schauma-dla-vsej-semi-dla-vseh-tipov-volos-650ml-4256979,Подарки,Для любимых,1675639897,perekrestok,"459,00 ₽"
175,"Шампунь Gliss Kur Жидкий шёлк, 400мл","399,99 ₽",/cat/442/p/sampun-gliss-kur-zidkij-selk-400ml-2071819,Подарки,Для любимых,1675639897,perekrestok,
176,"Бальзам Gliss Kur Жидкий шёлк для непослушных тусклых волос, 360мл","399,99 ₽",/cat/442/p/balzam-gliss-kur-zidkij-selk-dla-neposlusnyh-tusklyh-volos-360ml-4090528,Подарки,Для любимых,1675639897,perekrestok,
177,"Крем-гель Fa для душа Delight ритмы острова Бали, 250мл","219,99 ₽",/cat/441/p/krem-gel-fa-dla-dusa-delight-ritmy-ostrova-bali-250ml-3656544,Подарки,Для любимых,1675639897,perekrestok,
178,"Экспресс-кондиционер Gliss Kur Oil Nutritive, 200мл","599,99 ₽",/cat/442/p/ekspress-kondicioner-gliss-kur-oil-nutritive-200ml-2133375,Подарки,Для любимых,1675639897,perekrestok,
179,"Шампунь Shamtu питание и сила с экстрактами фруктов, 360мл","299,99 ₽",/cat/442/p/sampun-shamtu-pitanie-i-sila-s-ekstraktami-fruktov-360ml-99734,Подарки,Для любимых,1675639897,perekrestok,
180,"Жидкость для волос Taft Воздушный объём сильная фиксация, 150мл","619,99 ₽",/cat/442/p/zidkost-dla-volos-taft-vozdusnyj-obem-silnaa-fiksacia-150ml-92064,Подарки,Для любимых,1675639897,perekrestok,
181,"Шампунь Gliss Kur Экстремальное восстановление, 400мл","399,99 ₽",/cat/442/p/sampun-gliss-kur-ekstremalnoe-vosstanovlenie-400ml-3352707,Подарки,Для любимых,1675639897,perekrestok,
182,"Бальзам для волос Schauma 7 Трав, 300мл","269,99 ₽",/cat/442/p/balzam-dla-volos-schauma-7-trav-300ml-4251150,Подарки,Для любимых,1675639897,perekrestok,
183,"Шампунь Gliss Kur Oil Nutritive, 400мл","399,99 ₽",/cat/442/p/sampun-gliss-kur-oil-nutritive-400ml-3688572,Подарки,Для любимых,1675639897,perekrestok,
184,"Шампунь Schauma Мягкое очищение с экстрактом яблока, 370мл","269,99 ₽",/cat/442/p/sampun-schauma-magkoe-ocisenie-s-ekstraktom-abloka-370ml-4249381,Подарки,Для любимых,1675639897,perekrestok,
185,"Бальзам Syoss Volume для тонких волос лишённых объёма с экстрактом фиолетового риса, 450мл","419,99 ₽",/cat/442/p/balzam-syoss-volume-dla-tonkih-volos-lisennyh-obema-s-ekstraktom-fioletovogo-risa-450ml-4089147,Подарки,Для любимых,1675639897,perekrestok,
186,"Шампунь Schauma Питательный коктейль с экстрактом клубники, 370мл","269,99 ₽",/cat/442/p/sampun-schauma-pitatelnyj-koktejl-s-ekstraktom-klubniki-370ml-4249382,Подарки,Для любимых,1675639897,perekrestok,
187,"Антиперспирант-дезодорант Fa Dry Protect Нежность хлопка 48 часов, 150мл","229,99 ₽",/cat/441/p/antiperspirant-dezodorant-fa-dry-protect-neznost-hlopka-48-casov-150ml-3495744,Подарки,Для любимых,1675639897,perekrestok,
188,"Шампунь Syoss Repair для повреждённых волос, 450мл","419,99 ₽",/cat/442/p/sampun-syoss-repair-dla-povrezdennyh-volos-450ml-4098264,Подарки,Для любимых,1675639897,perekrestok,
189,"Шампунь Syoss Glossing с экстрактом белого пиона для тусклых лишённых блеска волос, 450мл","419,99 ₽",/cat/442/p/sampun-syoss-glossing-s-ekstraktom-belogo-piona-dla-tusklyh-lisennyh-bleska-volos-450ml-4089154,Подарки,Для любимых,1675639897,perekrestok,
190,"Экспресс-кондиционер Gliss Kur Экстремальное восстановление, 200мл","599,99 ₽",/cat/442/p/ekspress-kondicioner-gliss-kur-ekstremalnoe-vosstanovlenie-200ml-3371275,Подарки,Для любимых,1675639897,perekrestok,
191,"Бальзам Syoss Color для окрашенных и мелированных волос с экстрактом японской камелии, 450мл","419,99 ₽",/cat/442/p/balzam-syoss-color-dla-okrasennyh-i-melirovannyh-volos-s-ekstraktom-aponskoj-kamelii-450ml-4089153,Подарки,Для любимых,1675639897,perekrestok,
