,name,price,price_old,url,little_cat,big_cat,start_timestamp,shop
712,"Йогурт Зелёная Линия греческий натуральный 4%, 190г","85,99 ₽",,/cat/349/p/jogurt-zelenaa-linia-greceskij-naturalnyj-4-190g-4068957,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
713,"Биотворог Зелёная линия с малиной с 6 месяцев 4.2%, 100г","39,99 ₽",,/cat/349/p/biotvorog-zelenaa-linia-s-malinoj-s-6-mesacev-4-2-100g-4050951,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
714,Сыр Зелёная Линия голландский 45%,"879,99 ₽",,/cat/349/p/syr-zelenaa-linia-gollandskij-45-3668872,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
715,"Йогурт Зелёная Линия греческий двухслойный малина 3%, 190г","89,99 ₽",,/cat/349/p/jogurt-zelenaa-linia-greceskij-dvuhslojnyj-malina-3-190g-4068960,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
716,"Кефир Зелёная Линия органический 3.2%, 470г","65,99 ₽",,/cat/349/p/kefir-zelenaa-linia-organiceskij-3-2-470g-4109799,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
717,"Сметана Зелёная Линия органическая 15%, 220г","84,99 ₽",,/cat/349/p/smetana-zelenaa-linia-organiceskaa-15-220g-4109800,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
718,"Творог Зелёная Линия с инжиром, курагой и черносливом 3.2%, 180г","84,99 ₽","95,90 ₽",/cat/349/p/tvorog-zelenaa-linia-s-inzirom-kuragoj-i-cernoslivom-3-2-180g-4117734,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
719,"Молоко Зелёная линия для детского питания с 8 месяцев 3.2%, 210г","39,99 ₽",,/cat/349/p/moloko-zelenaa-linia-dla-detskogo-pitania-s-8-mesacev-3-2-210g-3668953,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
720,"Продукт кисломолочный Зелёная Линия Исландский Скир натуральный 1.5%, 150г","69,99 ₽",,/cat/349/p/produkt-kislomolocnyj-zelenaa-linia-islandskij-skir-naturalnyj-1-5-150g-4201120,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
721,"Сыр Зелёная Линия Чеддар нарезка 50%, 125г","179,99 ₽","299,99 ₽",/cat/349/p/syr-zelenaa-linia-ceddar-narezka-50-125g-3694228,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
722,"Сыр Зелёная Линия голландский нарезка 45%, 150г","194,99 ₽",,/cat/349/p/syr-zelenaa-linia-gollandskij-narezka-45-150g-3668519,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
723,"Йогурт Зелёная Линия лимон-имбирь-гранола с изюмом 2.7-3.5%, 215г","89,99 ₽",,/cat/349/p/jogurt-zelenaa-linia-limon-imbir-granola-s-izumom-2-7-3-5-215g-4095907,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
724,"Бифилайф Зелёная линия облепиха-абрикос с 8 месяцев 2.5%, 210г","43,99 ₽",,/cat/349/p/bifilajf-zelenaa-linia-oblepiha-abrikos-s-8-mesacev-2-5-210g-3668932,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
725,Сыр полутвёрдый Зелёная Линия Пармезан молодой 40%,"979,99 ₽",,/cat/349/p/syr-polutverdyj-zelenaa-linia-parmezan-molodoj-40-3912980,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
726,"Сыр Зелёная Линия Российский нарезка 50%, 150г","179,99 ₽",,/cat/349/p/syr-zelenaa-linia-rossijskij-narezka-50-150g-3668842,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
727,"Кефир Зелёная Линия термостатный 3.2%, 450г","89,99 ₽",,/cat/349/p/kefir-zelenaa-linia-termostatnyj-3-2-450g-4159752,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
728,"Масса творожная Зелёная Линия с изюмом 16.5%, 250г","94,99 ₽","129,99 ₽",/cat/349/p/massa-tvoroznaa-zelenaa-linia-s-izumom-16-5-250g-4199336,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
729,Сыр Зелёная Линия Лёгкий 30%,"949,99 ₽",,/cat/349/p/syr-zelenaa-linia-legkij-30-3668859,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
730,"Сыр полутвёрдый Зелёная Линия Алтайский 50%, 200г","289,99 ₽",,/cat/349/p/syr-polutverdyj-zelenaa-linia-altajskij-50-200g-3668518,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
731,"Сыр Зелёная Линия Бри с белой плесенью 50%, 200г","299,99 ₽",,/cat/349/p/syr-zelenaa-linia-bri-s-beloj-plesenu-50-200g-4203082,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
732,"Йогурт Зелёная Линия с земляникой 2.7%, 350г","91,99 ₽",,/cat/349/p/jogurt-zelenaa-linia-s-zemlanikoj-2-7-350g-4094150,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
733,"Йогурт Зелёная Линия с манго 2.7%, 350г","91,99 ₽",,/cat/349/p/jogurt-zelenaa-linia-s-mango-2-7-350g-4094151,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
734,"Молоко Зелёная Линия Органик цельное питьевое пастеризованное 3.5-5.2%, 930г","109,99 ₽",,/cat/349/p/moloko-zelenaa-linia-organik-celnoe-pitevoe-pasterizovannoe-3-5-5-2-930g-4109716,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
735,Сыр Зелёная Линия Тильзитер 50%,"749,90 ₽","879,99 ₽",/cat/349/p/syr-zelenaa-linia-tilziter-50-3668516,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
736,"Сыр Зелёная Линия Маасдам полутвердый нарезка 48%, 125г","249,99 ₽",,/cat/349/p/syr-zelenaa-linia-maasdam-polutverdyj-narezka-48-125g-4068615,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
737,"Сыр полутвёрдый Зелёная Линия Лёгкий ломтики 30%, 150г","179,99 ₽",,/cat/349/p/syr-polutverdyj-zelenaa-linia-legkij-lomtiki-30-150g-4068545,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
738,Сыр Зелёная Линия Российский молодой 50%,"749,99 ₽","879,99 ₽",/cat/349/p/syr-zelenaa-linia-rossijskij-molodoj-50-3668882,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
739,"Сыр Зелёная Линия гран-при 50%, 200г","269,99 ₽",,/cat/349/p/syr-zelenaa-linia-gran-pri-50-200g-3668840,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
740,"Сыр Зелёная Линия Халуми для жарки 50%, 200г","209,99 ₽",,/cat/349/p/syr-zelenaa-linia-halumi-dla-zarki-50-200g-4208573,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
741,Сыр Зелёная Линия Фиорентина Фреско полутвердый 46%,"350,00 ₽","949,99 ₽",/cat/349/p/syr-zelenaa-linia-fiorentina-fresko-polutverdyj-46-4219293,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
742,"Сыр твёрдый Зелёная Линия грюнбергер 50%, 180г","329,99 ₽","449,99 ₽",/cat/349/p/syr-tverdyj-zelenaa-linia-grunberger-50-180g-3668894,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
743,"Творог Зелёная Линия Kozilakt из козьего молока для детского питания с 3 лет 4%, 100г","89,99 ₽",,/cat/349/p/tvorog-zelenaa-linia-kozilakt-iz-kozego-moloka-dla-detskogo-pitania-s-3-let-4-100g-4177367,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
744,"Молоко Зелёная Линия козье цельное питьевое пастеризованное 2.8-5.6%, 500мл","134,99 ₽",,/cat/349/p/moloko-zelenaa-linia-koze-celnoe-pitevoe-pasterizovannoe-2-8-5-6-500ml-4174673,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
745,Сыр Зелёная Линия Маасдам 45%,"999,99 ₽",,/cat/349/p/syr-zelenaa-linia-maasdam-45-3668875,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
746,"Сыр твёрдый Зелёная Линия Сбринц 41%, 200г","479,99 ₽",,/cat/349/p/syr-tverdyj-zelenaa-linia-sbrinc-41-200g-3950372,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
747,Сыр полутвёрдый Зелёная Линия гауда 45%,"899,99 ₽",,/cat/349/p/syr-polutverdyj-zelenaa-linia-gauda-45-3668858,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
748,"Сыр полутвёрдый Зелёная Линия Швейцария свисс 48%, 180г","259,99 ₽","349,99 ₽",/cat/349/p/syr-polutverdyj-zelenaa-linia-svejcaria-sviss-48-180g-3668891,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
749,Сыр Зелёная Линия Эдам 45%,"899,99 ₽",,/cat/349/p/syr-zelenaa-linia-edam-45-3668849,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
750,"Сыр Зелёная Линия Фитнес полутвердый безлактозный 20%, 125г","169,99 ₽",,/cat/349/p/syr-zelenaa-linia-fitnes-polutverdyj-bezlaktoznyj-20-125g-4094507,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
751,Сыр Зелёная Линия Тильзитер полутвердый безлактозный 50%,"999,99 ₽",,/cat/349/p/syr-zelenaa-linia-tilziter-polutverdyj-bezlaktoznyj-50-4094581,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
752,"Макаронные изделия Зелёная линия Спагетти полбяные цельнозерновые, 350г","99,99 ₽","154,99 ₽",/cat/349/p/makaronnye-izdelia-zelenaa-linia-spagetti-polbanye-celnozernovye-350g-4183352,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
753,"Чечевица Зелёная Линия красная колотая, 400г","109,99 ₽",,/cat/349/p/cecevica-zelenaa-linia-krasnaa-kolotaa-400g-4151862,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
754,"Гранола Зелёная Линия Ягодная, 300г","199,99 ₽",,/cat/349/p/granola-zelenaa-linia-agodnaa-300g-4123610,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
755,"Цикорий Зелёная Линия натуральный растворимый сублимированный, 85г","279,99 ₽",,/cat/349/p/cikorij-zelenaa-linia-naturalnyj-rastvorimyj-sublimirovannyj-85g-4170807,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
756,"Гранола Зелёная Линия Ореховая, 300г","199,99 ₽",,/cat/349/p/granola-zelenaa-linia-orehovaa-300g-4123609,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
757,"Гречка Зелёная Линия зелёная ядрица 1 сорт, 400г","97,90 ₽",,/cat/349/p/grecka-zelenaa-linia-zelenaa-adrica-1-sort-400g-4151853,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
758,"Нут Зелёная Линия, 350г","109,99 ₽",,/cat/349/p/nut-zelenaa-linia-350g-4151858,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
759,"Макаронные изделия Зелёная линия Перья полбяные цельнозерновые, 350г","99,99 ₽","134,99 ₽",/cat/349/p/makaronnye-izdelia-zelenaa-linia-pera-polbanye-celnozernovye-350g-4183353,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
760,"Киноа Зелёная Линия белая, 350г","209,99 ₽","239,99 ₽",/cat/349/p/kinoa-zelenaa-linia-belaa-350g-4151854,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
761,"Соль Зелёная Линия гималайская, 400г","119,99 ₽",,/cat/349/p/sol-zelenaa-linia-gimalajskaa-400g-4221321,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
762,"Добавка в чай Зелёная Линия Мята сушеная измельённая, 35г","79,99 ₽","99,99 ₽",/cat/349/p/dobavka-v-caj-zelenaa-linia-mata-susenaa-izmelennaa-35g-4174816,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
763,"Добавка в чай Зелёная Линия Чабрец сушеный измельчённый, 35г","79,99 ₽","99,99 ₽",/cat/349/p/dobavka-v-caj-zelenaa-linia-cabrec-susenyj-izmelcennyj-35g-4174815,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
764,"Кускус Зелёная Линия, 350г","134,99 ₽",,/cat/349/p/kuskus-zelenaa-linia-350g-4151856,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
765,"Булгур из пшеницы Зелёная Линия, 400г","109,99 ₽",,/cat/349/p/bulgur-iz-psenicy-zelenaa-linia-400g-4151852,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
766,"Полба Зелёная Линия, 350г","99,99 ₽",,/cat/349/p/polba-zelenaa-linia-350g-4151859,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
767,"Чечевица Зелёная Линия зелёная тарелочная продовольственная, 350г","109,99 ₽",,/cat/349/p/cecevica-zelenaa-linia-zelenaa-tarelocnaa-prodovolstvennaa-350g-4151861,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
768,"Сироп Зелёная Линия кленовый, 200мл","619,99 ₽",,/cat/349/p/sirop-zelenaa-linia-klenovyj-200ml-4155971,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
769,"Смесь крупы Зелёная Линия булгур и киноа из пшеницы, 400г","174,99 ₽",,/cat/349/p/smes-krupy-zelenaa-linia-bulgur-i-kinoa-iz-psenicy-400g-4151851,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
770,"Маш Зелёная Линия, 350г","189,90 ₽",,/cat/349/p/mas-zelenaa-linia-350g-4151857,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
771,"Рис Зелёная Линия смесь пропаренного и дикого, 400г","299,99 ₽",,/cat/349/p/ris-zelenaa-linia-smes-proparennogo-i-dikogo-400g-4151860,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
772,"Добавка в чай Зелёная Линия Облепиха сушеная, 40г","199,99 ₽","269,99 ₽",/cat/349/p/dobavka-v-caj-zelenaa-linia-oblepiha-susenaa-40g-4173821,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
773,Колбаса жареная Зелёная Линия Украинская категория В,"1 099,00 ₽",,/cat/349/p/kolbasa-zarenaa-zelenaa-linia-ukrainskaa-kategoria-v-4029199,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
774,"Сосиски Зелёная Линия из грудки индейки и говядины из мяса птицы 1 сорт, 240г","239,99 ₽",,/cat/349/p/sosiski-zelenaa-linia-iz-grudki-indejki-i-govadiny-iz-masa-pticy-1-sort-240g-4056912,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
775,"Паштет мясной Зелёная Линия с печенью индейки и грушей категория Б запечённый, 160г","159,99 ₽",,/cat/349/p/pastet-masnoj-zelenaa-linia-s-pecenu-indejki-i-grusej-kategoria-b-zapecennyj-160g-4056910,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
776,"Сало Зелёная Линия Белорусское солёное нарезка, 100г","129,99 ₽",,/cat/349/p/salo-zelenaa-linia-belorusskoe-solenoe-narezka-100g-4104251,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
777,"Пельмени Зелёная Линия с индейкой, 800г","399,99 ₽","519,90 ₽",/cat/349/p/pelmeni-zelenaa-linia-s-indejkoj-800g-4105907,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
778,"Пельмени Зелёная Линия с говядиной и свининой, 800г","399,99 ₽","519,90 ₽",/cat/349/p/pelmeni-zelenaa-linia-s-govadinoj-i-svininoj-800g-4105908,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
779,"Пельмени Зелёная Линия с курицей, 500г","279,99 ₽",,/cat/349/p/pelmeni-zelenaa-linia-s-kuricej-500g-4105906,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
780,"Филе куриной грудки Зелёная Линия запеченное с прованскими травами охлажденное, 182г","129,99 ₽",,/cat/349/p/file-kurinoj-grudki-zelenaa-linia-zapecennoe-s-provanskimi-travami-ohlazdennoe-182g-4063310,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
781,"Сосиски Зелёная Линия из грудки индейки с брокколи и морковью высший сорт, 300г","375,95 ₽",,/cat/349/p/sosiski-zelenaa-linia-iz-grudki-indejki-s-brokkoli-i-morkovu-vyssij-sort-300g-4077764,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
782,"Филе куриной грудки Зелёная Линия гриль с черным перцем и чесноком охлажденное, 182г","129,99 ₽",,/cat/349/p/file-kurinoj-grudki-zelenaa-linia-gril-s-cernym-percem-i-cesnokom-ohlazdennoe-182g-4063309,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
783,"Холодец говяжий Зелёная Линия, 300г","184,99 ₽",,/cat/349/p/holodec-govazij-zelenaa-linia-300g-4009330,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
784,"Грудка индейки Зелёная Линия сыровяленая Экстра, 100г","239,99 ₽",,/cat/349/p/grudka-indejki-zelenaa-linia-syrovalenaa-ekstra-100g-4056917,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
785,"Сосиски варёные Зелёная Линия из грудки куриной с тыквой высший сорт, 200г","149,99 ₽",,/cat/349/p/sosiski-varenye-zelenaa-linia-iz-grudki-kurinoj-s-tykvoj-vyssij-sort-200g-4135356,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
786,"Паштет Зелёная Линия По-домашнему категория Б, 160г","194,99 ₽",,/cat/349/p/pastet-zelenaa-linia-po-domasnemu-kategoria-b-160g-4135358,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
787,"Сардельки варёные Зелёная Линия Детские, 240г","144,99 ₽",,/cat/383/p/sardelki-varenye-zelenaa-linia-detskie-240g-4135605,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
788,"Колбаса варёно-копчёная Зелёная Линия Экстра из индейки запеченая, 300г","329,99 ₽",,/cat/349/p/kolbasa-vareno-kopcenaa-zelenaa-linia-ekstra-iz-indejki-zapecenaa-300g-4056916,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
789,"Буженина Зелёная Линия из свинины по-домашнему, 150г","259,99 ₽",,/cat/349/p/buzenina-zelenaa-linia-iz-svininy-po-domasnemu-150g-4077763,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
790,"Колбаса полукопчёная Зелёная Линия Куриная 1 сорт, 300г","239,90 ₽",,/cat/349/p/kolbasa-polukopcenaa-zelenaa-linia-kurinaa-1-sort-300g-4163885,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
791,"Филе кролика Зелёная Линия охлаждённое, 500г","469,99 ₽",,/cat/349/p/file-krolika-zelenaa-linia-ohlazdennoe-500g-4135313,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
792,"Колбаса варёно-копчёная Зелёная Линия Экстра из курицы запеченая, 300г","249,99 ₽",,/cat/349/p/kolbasa-vareno-kopcenaa-zelenaa-linia-ekstra-iz-kuricy-zapecenaa-300g-4056914,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
793,"Язык Зелёная Линия говяжий традиционный вареный кат.Б, 100г","269,99 ₽","329,99 ₽",/cat/349/p/azyk-zelenaa-linia-govazij-tradicionnyj-varenyj-kat-b-100g-4077765,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
794,"Бекон Зелёная Линия из свинины копчено-запеченный категории Б, 150г","249,99 ₽",,/cat/349/p/bekon-zelenaa-linia-iz-svininy-kopceno-zapecennyj-kategorii-b-150g-4191111,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
795,"Сервелат варёно-копчёный Зелёная Линия Европейский категории А, 120г","179,99 ₽",,/cat/349/p/servelat-vareno-kopcenyj-zelenaa-linia-evropejskij-kategorii-a-120g-4156130,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
796,"Котлеты Зелёная Линия соевые с зеленым горошком замороженные, 260г","174,99 ₽",,/cat/349/p/kotlety-zelenaa-linia-soevye-s-zelenym-goroskom-zamorozennye-260g-4108228,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
797,"Котлеты Зелёная Линия соевые с брокколи и морковью замороженные, 260г","199,90 ₽",,/cat/349/p/kotlety-zelenaa-linia-soevye-s-brokkoli-i-morkovu-zamorozennye-260g-4108227,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
798,"Сардельки варёные Зелёная Линия натуральные охлаждённые категория Б, 260г","289,99 ₽",,/cat/383/p/sardelki-varenye-zelenaa-linia-naturalnye-ohlazdennye-kategoria-b-260g-4077761,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
799,"Паштет Зелёная Линия из утиной печени со сливочным маслом и персиками, 160г","199,99 ₽",,/cat/349/p/pastet-zelenaa-linia-iz-utinoj-peceni-so-slivocnym-maslom-i-persikami-160g-4165084,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
800,Ножки кролика Зелёная Линия охлаждённые,"759,99 ₽",,/cat/349/p/nozki-krolika-zelenaa-linia-ohlazdennye-4145409,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
801,Сосиски варёные Зелёная Линия молочные из мяса индейки охлаждённые,"699,99 ₽",,/cat/349/p/sosiski-varenye-zelenaa-linia-molocnye-iz-masa-indejki-ohlazdennye-4009325,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
802,"Колбаса сырокопчёная Зелёная Линия Столичная полусухая категория А, 100г","199,90 ₽",,/cat/349/p/kolbasa-syrokopcenaa-zelenaa-linia-stolicnaa-polusuhaa-kategoria-a-100g-4135606,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
803,"Фарш из мяса кролика Зелёная Линия охлаждённый, 500г","339,00 ₽",,/cat/349/p/fars-iz-masa-krolika-zelenaa-linia-ohlazdennyj-500g-4135314,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
804,Балык из говядины Зелёная Линия Королевский сырокопчёный категория А,"1 519,99 ₽","1 899,00 ₽",/cat/349/p/balyk-iz-govadiny-zelenaa-linia-korolevskij-syrokopcenyj-kategoria-a-4151906,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
805,Колбаса полукопчёная Зелёная Линия Краковская категория Б,"1 149,00 ₽",,/cat/349/p/kolbasa-polukopcenaa-zelenaa-linia-krakovskaa-kategoria-b-4009326,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
806,Колбаса сыровяленая Зелёная Линия Казылык сухая,"1 999,99 ₽",,/cat/349/p/kolbasa-syrovalenaa-zelenaa-linia-kazylyk-suhaa-4009322,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
807,"Крылышки ЦБ Зелёная Линия по-аргентински Чимичурри для гриля в маринаде охлажденный, 850г","289,99 ₽",,/cat/349/p/krylyski-cb-zelenaa-linia-po-argentinski-cimicurri-dla-grila-v-marinade-ohlazdennyj-850g-4157691,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
808,"Сервелат сыровяленый Зелёная Линия Примавера полусухой категория А, 100г","259,00 ₽",,/cat/349/p/servelat-syrovalenyj-zelenaa-linia-primavera-polusuhoj-kategoria-a-100g-4135607,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
809,Сало Зелёная Линия запеченное с можжевельником,"899,99 ₽",,/cat/349/p/salo-zelenaa-linia-zapecennoe-s-mozzevelnikom-4104252,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
810,Колбаса сырокопчёная Зелёная Линия Брауншвейгская полусухая категория А,"1 649,00 ₽","1 999,00 ₽",/cat/349/p/kolbasa-syrokopcenaa-zelenaa-linia-braunsvejgskaa-polusuhaa-kategoria-a-4009334,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
811,Буженина из свинины Зелёная Линия запечённая категория Б,"1 349,00 ₽",,/cat/349/p/buzenina-iz-svininy-zelenaa-linia-zapecennaa-kategoria-b-4151907,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
812,Колбаса Зелёная Линия Яичная ливерная,"759,99 ₽",,/cat/349/p/kolbasa-zelenaa-linia-aicnaa-livernaa-4121156,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
813,"Маракуйя Зелёная Линия кусочки замороженная, 250г","299,00 ₽",,/cat/349/p/marakuja-zelenaa-linia-kusocki-zamorozennaa-250g-4094272,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
814,"Манго Зелёная Линия кусочки замороженное, 250г","269,99 ₽",,/cat/349/p/mango-zelenaa-linia-kusocki-zamorozennoe-250g-4094271,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
815,"Капуста квашеная Зелёная Линия шинкованная с морковью, 800г","199,90 ₽",,/cat/349/p/kapusta-kvasenaa-zelenaa-linia-sinkovannaa-s-morkovu-800g-4116723,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
816,"Капуста квашеная Зелёная Линия шинкованная с морковью и брусникой, 500г","129,90 ₽",,/cat/349/p/kapusta-kvasenaa-zelenaa-linia-sinkovannaa-s-morkovu-i-brusnikoj-500g-4116724,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
817,"Холодец говяжий Зелёная Линия, 300г","184,99 ₽",,/cat/349/p/holodec-govazij-zelenaa-linia-300g-4009330,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
818,"Запеканка Зелёная Линия творожная с яблоком и корицей 3.5%, 200г","154,99 ₽",,/cat/349/p/zapekanka-zelenaa-linia-tvoroznaa-s-ablokom-i-koricej-3-5-200g-4091840,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
819,"Запеканка Зелёная Линия творожная 3.5%, 200г","154,99 ₽",,/cat/349/p/zapekanka-zelenaa-linia-tvoroznaa-3-5-200g-4091838,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
820,"Запеканка Зелёная Линия творожная с грушей 2.5%, 200г","154,99 ₽",,/cat/349/p/zapekanka-zelenaa-linia-tvoroznaa-s-grusej-2-5-200g-4091841,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
821,"Запеканка Зелёная Линия творожная с черной смородиной 3%, 200г","154,99 ₽",,/cat/349/p/zapekanka-zelenaa-linia-tvoroznaa-s-cernoj-smorodinoj-3-200g-4091839,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
822,"Сырнички Зелёная Линия с вареной сгущенкой, 120г","77,99 ₽",,/cat/349/p/syrnicki-zelenaa-linia-s-varenoj-sgusenkoj-120g-4189742,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
823,"Заливное Зелёная Линия из индейки, 300г","219,99 ₽",,/cat/349/p/zalivnoe-zelenaa-linia-iz-indejki-300g-4125622,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
824,"Сырнички Зелёная Линия с грушей и персиком, 120г","77,99 ₽",,/cat/349/p/syrnicki-zelenaa-linia-s-grusej-i-persikom-120g-4189743,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
825,Сырники творожные Зелёная Линия 5%,"549,99 ₽",,/cat/349/p/syrniki-tvoroznye-zelenaa-linia-5-3671520,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
826,"Хумус Зелёная Линия со свеклой, 160г","149,99 ₽",,/cat/349/p/humus-zelenaa-linia-so-svekloj-160g-4135357,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
827,"Заливное Зелёная Линия с говядиной и овощами категории В, 300г","279,99 ₽",,/cat/349/p/zalivnoe-zelenaa-linia-s-govadinoj-i-ovosami-kategorii-v-300g-4191110,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
828,"Печенье Зелёная Линия Воздушные колечки заварное, 100г","54,99 ₽","67,00 ₽",/cat/349/p/pecene-zelenaa-linia-vozdusnye-kolecki-zavarnoe-100g-4113179,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
829,"Батончик орехово-фруктовый Зелёная Линия яблоко-корица, 35г","34,99 ₽","39,99 ₽",/cat/349/p/batoncik-orehovo-fruktovyj-zelenaa-linia-abloko-korica-35g-4043312,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
830,"Зефир Зелёная Линия Белёвский яблоко, 250г","169,99 ₽",,/cat/349/p/zefir-zelenaa-linia-belevskij-abloko-250g-4107860,Зелёная Линия,От Перекрёстка,1657052141,perekrestok
